Target_Location,Name,Cuisine,Rating,Cost_for_Two
Bangalore,The Golden Circle Brewery,"North Indian, Asian, Italian, Continental, Beverages, Desserts",4.3,1500.0
Bangalore,Easy Tiger,"Finger Food, Continental",4.1,1700.0
Bangalore,DNC - Dash and Coop,"Sandwich, Street Food, Burger, Continental, American, Fast Food, Cafe, Finger Food",3.6,500.0
Bangalore,Techila,"North Indian, Burger, Biryani, Pizza, Chinese, Mexican, Fast Food, Rolls",4.3,1200.0
Bangalore,The Watering Hole,"Continental, North Indian, European, Asian, Desserts, Beverages",4.1,1400.0
Bangalore,Drunken Daddy,"North Indian, Continental, Fast Food, Oriental, Finger Food, Biryani, Beverages",4.3,1400.0
Bangalore,Kongsi Tea Bar,"Bubble Tea, Tea, Beverages, Shake",3.6,350.0
Bangalore,Raahi Neo Kitchen and Bar,"North Indian, Pasta, Pizza, Desserts, Beverages",3.8,2000.0
Bangalore,Wild Pour,"Continental, North Indian, Asian",4.0,1000.0
Bangalore,Brahma Brews,"Asian, North Indian, South Indian",4.6,2500.0
Bangalore,The Coffee Brewery,"Cafe, Coffee, Sandwich, Mexican, Healthy Food, Fast Food, Desserts, Shake",4.2,750.0
Bangalore,The Palms Brew & Kitchen,"Modern Indian, North Indian",4.0,1600.0
Bangalore,M Cafe - Bengaluru Marriott Hotel Whitefield,"North Indian, Continental, Italian, Thai",4.0,3800.0
Bangalore,Meghana Foods,"Biryani, Andhra, North Indian, Seafood",4.2,1000.0
Bangalore,Flyover Drinkery,"Oriental, Italian, Continental, Mangalorean, Thai, North Indian, South Indian",4.4,1500.0
Bangalore,Bg'S Poolside Bar & Grill - Courtyard By Marriott,"Mediterranean, Italian, Mexican, Fast Food, Desserts",4.0,2000.0
Bangalore,Monsoon - The Park Bangalore,"Italian, North Indian, Continental, Asian, Seafood, Desserts",3.9,3500.0
Bangalore,Dhwani,"Bar Food, North Indian, Fast Food, South Indian, Asian, Momos",4.5,1000.0
Bangalore,Onesta,"Pizza, Sandwich, Pasta, Fast Food, Desserts, Beverages",4.0,700.0
Bangalore,Soka,"Bar Food, Continental",4.7,1000.0
Bangalore,Phurr,"North Indian, Continental, Beverages",4.5,2000.0
Bangalore,Olive Beach,"Italian, Pizza, Mediterranean, Continental, European, Beverages, Desserts",4.4,3500.0
Bangalore,Dot.yum - Aloft Hotel,"Continental, Oriental, North Indian, Desserts, Beverages",3.7,2500.0
Bangalore,Drava,"Continental, Fast Food, North Indian, Asian, Beverages",4.1,1800.0
Bangalore,Restaurant Chef Pillai,"North Indian, Chinese",4.3,1000.0
Bangalore,The Biere Club,"Bar Food, Continental, Italian, Burger, Salad, Mediterranean, Pizza, Alcoholic Beverages",4.2,2600.0
Bangalore,Empire Restaurant - Since 1966,"North Indian, Biryani, Kebab, South Indian, Mughlai, Chinese, Seafood, Shawarma",4.0,950.0
Bangalore,Yaara Da Dhaba (Pure Veg),"North Indian, Chinese, Healthy Food, Street Food, Beverages, Desserts",4.0,500.0
Bangalore,The 13th Floor,"North Indian, Asian, Kebab, Chinese, Salad, Beverages, Desserts",4.3,2500.0
Bangalore,Punjabi Swag,"North Indian, Mughlai, Biryani, Chinese, Asian, Desserts",3.8,1200.0
Bangalore,Dishkeyaun,"Modern Indian, Biryani, Desserts, North Indian",4.2,2000.0
Bangalore,BaroO BLR,"North Indian, Chinese",4.2,1000.0
Bangalore,Cubbon Pavilion - ITC Gardenia,"European, Continental, Chinese, Thai, South Indian, North Indian, Beverages",4.2,3000.0
Bangalore,Indian Biere House,"Continental, Mediterranean, North Indian, Asian, Bar Food, Italian, Desserts, Beverages",4.5,2500.0
Bangalore,Night Owl Sky Lounge,"North Indian, Asian, Modern Indian, Finger Food, Oriental, Desserts, Beverages",4.2,1900.0
Bangalore,Alienkind,"North Indian, Chinese",4.0,200.0
Bangalore,Espressoulster Coffee,"Cafe, Coffee, Fast Food",4.8,660.0
Bangalore,Memories Resto Bar,"North Indian, Mughlai, Biryani, Chinese, Pizza, Pasta, Salad, Beverages",3.9,650.0
Bangalore,23rd Street Pizza,"Pizza, American",4.2,2000.0
Bangalore,Lux Pub And Kitchen,"Asian, Chinese, Pizza, Pasta, Fast Food, Alcoholic Beverages, Bar Food",4.0,1500.0
Bangalore,Blotto Bar and Kitchen,"Mangalorean, Seafood, Continental, North Indian",4.4,2000.0
Bangalore,Citrus Cafe - Lemon Tree Hotel,"South Indian, North Indian, Continental, Fast Food, Chinese, Oriental, Desserts, Beverages",3.7,2500.0
Bangalore,Lumara Bar & Kitchen,"Bar Food, North Indian, Chinese, Asian, Continental, Biryani, Sushi, Desserts",4.2,2000.0
Bangalore,Blurred,"North Indian, South Indian, Continental, Chinese",4.0,1000.0
Bangalore,Sharief Bhai Biryani,"Biryani, North Indian, Mughlai, Chinese, Kebab, Rolls, Desserts, Beverages",4.0,1000.0
Bangalore,The Local,"Pizza, Continental, Burger, Seafood, Kerala, Finger Food, Beverages",4.4,1600.0
Bangalore,Kebapci,"Kebab, Mandi, Turkish",3.9,1400.0
Bangalore,Magnolia Bakery,"Bakery, Desserts",3.9,700.0
Bangalore,The Big Barbeque,"North Indian, Chinese, Fast Food, Salad, Ice Cream, Desserts",4.2,1600.0
Bangalore,Marbella Multicuisine Rooftop,"Continental, North Indian, Asian, Beverages",3.9,1200.0
Bangalore,Mezera Brewery & Kitchen,"North Indian, Chinese",4.2,1600.0
Bangalore,Nandhana Palace,"Biryani, Andhra, North Indian, Chinese, Desserts, Ice Cream, Beverages",4.0,1000.0
Bangalore,Klava,"Bakery, Desserts, Coffee, Shake",3.5,800.0
Bangalore,The Coffee Brewery,"Cafe, Coffee, Sandwich, Fast Food, Desserts, Tea, Beverages",3.6,800.0
Bangalore,Boche Club,"Bar Food, North Indian, Continental, Pasta, Fast Food, Chinese, Salad, Desserts",4.0,2000.0
Bangalore,Burger Seigneur,"Burger, American, Continental, Fast Food, Desserts, Coffee, Cafe, Beverages",3.8,1100.0
Bangalore,The Chocolate Room,"Desserts, North Indian, Chinese, Pizza, Fast Food, Ice Cream, Coffee, Shake",3.7,550.0
Bangalore,Imperio Restaurant,"Biryani, South Indian, Kebab, North Indian, Chinese, Desserts, Beverages, Shawarma",4.0,1000.0
Bangalore,Bar Spirit Forward,"Continental, Asian, Beverages",4.2,2600.0
Bangalore,Backstreet Brewery,"Italian, Bar Food, Pizza, North Indian, Asian, Desserts, Beverages",4.4,1800.0
Bangalore,Prime Golf - Brewing & Golfing,"Modern Indian, Beverages, Momos",4.3,2000.0
Bangalore,Nahdi Mandi,"North Indian, Chinese",4.1,500.0
Bangalore,Chai Point,"Tea, Coffee, Beverages, Shake, Fast Food, Rolls, Desserts, Cafe",3.8,550.0
Bangalore,24@43 - The Oterra,"North Indian, Asian, Continental, Fast Food, Biryani, Desserts",4.1,3700.0
Bangalore,Murphy's Brewhouse - The Paul Bangalore,"Continental, Mexican, Italian, Fast Food, North Indian, Irish, Desserts, Beverages",4.3,2000.0
Bangalore,GOPIZZA,"Pizza, Fast Food, Beverages",3.9,500.0
Bangalore,Lotus Pavilion - ITC Gardenia,"Continental, North Indian, Beverages, Desserts, Pasta",4.0,3500.0
Bangalore,Miso Sexy,"Japanese, Chinese, Sushi, Beverages",4.5,1800.0
Bangalore,Huber & Holly,"Ice Cream, Desserts, Bakery, Pizza, Sandwich, Fast Food, Shake, Beverages",4.2,450.0
Bangalore,Pizza 4P's,"Pizza, Pasta",4.5,1000.0
Bangalore,Whimsy Whisky House,"Bar Food, South Indian, North Indian, Chinese, Asian, Continental, Italian, Salad",4.4,2100.0
Bangalore,The Red Box,"Chinese, Momos, Oriental",3.9,500.0
Bangalore,Hoppipola,"Continental, Italian, Chinese, North Indian, Pizza, Beverages",4.0,2000.0
Bangalore,Gatsby,"Finger Food, Healthy Food, North Indian, Asian, Sushi, Chinese, South Indian, Pizza",4.4,2500.0
Bangalore,Somras bar and kitchen,"North Indian, South Indian, Chinese, Continental, Seafood, Pizza, Beverages",4.2,1000.0
Bangalore,Siren Cocktail Bar,"Continental, Mexican",3.9,2000.0
Bangalore,Sathya's,"North Indian, Chinese, Beverages",4.1,1400.0
Bangalore,Pizza Hut,"Pizza, Italian, Pasta, Fast Food, Desserts, Beverages",3.7,600.0
Bangalore,High Brew,"Bar Food, Beverages",4.2,1800.0
Bangalore,Graffiti by HOC,"Continental, Chinese, Modern Indian, Beverages",4.3,1000.0
Bangalore,Street 1522,"North Indian, Asian, Seafood, Continental, Mughlai, Kebab, Street Food, Beverages",4.3,2200.0
Bangalore,Monaco Ice Cream,"Ice Cream, Desserts, Shake, Beverages",3.6,300.0
Bangalore,Chinese Wok,"Momos, Chinese",3.9,700.0
Bangalore,Kari Theory - Namma Bar & Kitchen,"South Indian, North Indian, Street Food, Biryani, Continental, Asian, Italian, Bar Food",4.0,3500.0
Bangalore,Tall Oaks,"Asian, Continental, North Indian, Chinese, Seafood, Mexican, Bar Food, South Indian",4.3,1200.0
Bangalore,Roto Rooftop Taproom,"Continental, North Indian, Asian",4.0,1200.0
Bangalore,The Rameshwaram Cafe,"South Indian, Beverages",4.1,200.0
Bangalore,The Drawing Room By Smoke House Deli,"Continental, Italian, Beverages",4.6,3000.0
Bangalore,Burger King,"Burger, Fast Food, Desserts, Beverages",3.8,400.0
Bangalore,HSR High Street,"Chinese, Oriental, North Indian, Mughlai, Biryani, Seafood, Desserts",3.9,1000.0
Bangalore,Biggies Burger,"Burger, American, Fast Food, Wraps, Beverages, Shake",3.6,350.0
Bangalore,Barkaas Indo Arabic Restaurant,"Arabian, North Indian, Biryani, Mandi, Desserts",4.1,1000.0
Bangalore,Aarzoo The Perfect Dessert Shop,"Desserts, Shake, Juices",4.1,400.0
Bangalore,Antera Kitchen And Bar,"South Indian, North Indian, Biryani, Chinese, Desserts",4.4,1200.0
Bangalore,Tiamo - Conrad Bengaluru,"Italian, Mediterranean, Fast Food",4.3,3000.0
Bangalore,Roti Kulcha aur Naan,"North Indian, Chinese",3.5,500.0
Bangalore,Chin Lung Brewery,"Bar Food, Beverages",4.2,1000.0
Bangalore,Gabru Di Chaap,"North Indian, Momos, Fast Food, Wraps, Beverages",3.8,500.0
Bangalore,Raata Multicuisine Restaurant,"South Indian, Arabian",4.1,300.0
Bangalore,The Pump House,"Continental, Chinese, North Indian, Italian, Asian, Salad, Pizza, Desserts",4.6,1600.0
Bangalore,Beijing Bites,"Chinese, Seafood, Thai, Rolls, Momos, Malaysian",4.0,1000.0
Bangalore,Go Wild- Cafe Bar and Kitchen,"North Indian, Chinese",3.8,1200.0
Bangalore,Hangover Taproom,"North Indian, Continental, Asian, Fast Food",4.0,1600.0
Bangalore,Monkey Bar,"Continental, North Indian, Beverages",3.9,2000.0
Bangalore,"Frozen Bottle - Milkshakes, Desserts And Ice Cream","Shake, Beverages, Desserts, Ice Cream, Waffle, Healthy Food",3.9,350.0
Bangalore,Babai Tiffins,"South Indian, Andhra, Street Food",4.1,300.0
Bangalore,Chime - Sheraton Grand Bengaluru Whitefield Hotel & Convention Centre,"Finger Food, Shake",4.4,3000.0
Bangalore,Absolute Shawarma,"Shawarma, Fast Food, Burger, Pizza, Wraps, Momos, Waffle, Shake",3.9,300.0
Bangalore,The Black Pearl,"BBQ, North Indian, Biryani",4.2,2100.0
Bangalore,Third Wave Coffee,"Cafe, Coffee, Sandwich, Pizza, Fast Food, Tea, Beverages",4.0,700.0
Bangalore,Roastea,"Coffee, Beverages, Italian, European",4.4,600.0
Bangalore,Entropy,"Pizza, Pasta, Italian, Desserts, Beverages",3.9,1000.0
Bangalore,Olio - The Wood Fired Pizzeria,"Pizza, Italian",3.1,1000.0
Bangalore,LIT Gastro Pub,"Continental, North Indian, Chinese, Italian, Bar Food, Beverages",4.1,1800.0
Bangalore,Soho,"Salad, Chinese, Kebab, Pizza, Fast Food, Biryani, Desserts, Beverages",4.0,1900.0
Bangalore,The Café Stories,"Chinese, Italian, Fast Food, Momos, Shake, Coffee, Beverages",4.1,300.0
Bangalore,Nysa Sky Bar,"South Indian, Chinese, Pizza",4.4,1500.0
Bangalore,Toscano,"Italian, Pizza, Pasta, Continental, Seafood, Steak, Beverages",4.6,1800.0
Bangalore,Taste Of India,"Biryani, Rolls, North Indian",3.7,550.0
Bangalore,PI - Lounge Bar,"Pizza, North Indian, Fast Food",3.8,1000.0
Bangalore,Kacchi Dum Original Biryani,"Biryani, North Indian, Hyderabadi",3.3,1000.0
Bangalore,AMMA'S BIRIYANI,"Biryani, Beverages, Desserts",4.0,600.0
Bangalore,Glassy 2.0,"Bar Food, North Indian, Biryani, Beverages",3.9,1700.0
Bangalore,The Fisherman's Wharf,"North Indian, Chinese, Seafood, Goan, Finger Food, Continental, Desserts, Beverages",4.1,1900.0
Bangalore,Mystic Verdaance,"North Indian, Chinese, South Indian",4.0,1050.0
Bangalore,7 Plates,"North Indian, Mughlai, Arabian, Chinese, Seafood",3.0,850.0
Bangalore,Nido Craft Kitchen & Bar,"Bar Food, North Indian, Seafood, Chinese, South Indian, Continental, Italian, Desserts",4.4,1200.0
Bangalore,JW Kitchen - JW Marriott Bengaluru,"North Indian, Continental, Mughlai, Beverages, Desserts, Asian",4.4,5000.0
Bangalore,Soul Indian Specialty - Svenska Design Hotel,"North Indian, Kebab, Mughlai, Desserts",3.6,2500.0
Bangalore,Bubbles & Co.,"Waffle, Bubble Tea, Shake, Beverages",4.0,550.0
Bangalore,Kottayam The Restaurant,"Kerala, Seafood, South Indian, Biryani, Chinese",3.4,500.0
Bangalore,Nandhini Deluxe,"Andhra, Biryani, North Indian, Chinese",3.8,1200.0
Bangalore,Sashay-Taproom Kitchen,"Asian, Modern Indian, Continental, Sushi, North Indian, Chinese, Desserts, Beverages",4.7,2000.0
Bangalore,BLR Chakna Bar,"Bar Food, South Indian, North Indian, Mughlai, Biryani, Chinese",4.0,1000.0
Bangalore,Hype - Shangri-La Hotel,"Finger Food, Beverages, Desserts",4.6,3500.0
Bangalore,Ambur Star Briyani Since 1890,"Biryani, South Indian, Chinese, Chettinad, North Indian, Sichuan",3.9,900.0
Bangalore,Hornbill’s Kitchen,"South Indian, Naga, Beverages",3.8,1000.0
Bangalore,Glen's Bakehouse,"Bakery, Cafe, Italian, Continental, Fast Food, Beverages, Desserts",3.6,1000.0
Bangalore,Dhaba - Estd 1986 Delhi,"North Indian, Mughlai, Desserts, Paan",4.3,1200.0
Bangalore,Nammuru Mangaluru,"Mangalorean, Seafood, Biryani",4.1,950.0
Bangalore,Nothing Before Coffee,"Cafe, Coffee, Tea, Shake, Fast Food, Beverages",4.0,300.0
Bangalore,Big Barrel BrewPub,"Chinese, Salad, North Indian, Oriental, Mexican, Italian, Continental, Beverages",4.3,2000.0
Bangalore,Brew Meister,"North Indian, Chinese, Fast Food, Mughlai, Pizza, Seafood, Desserts, Beverages",4.0,2000.0
Bangalore,Karama Restaurant,"Kashmiri, Mughlai, Arabian, BBQ, Seafood, Biryani, North Indian, Desserts",4.0,1200.0
Bangalore,Al Daaz,"North Indian, Chinese, Mughlai, BBQ, Seafood, Fast Food, Biryani, Beverages",3.9,600.0
Mumbai,BAĞLAMI,"North Indian, Chinese",3.8,974.3459915611814
Mumbai,Lyla,"North Indian, Chinese",4.0,974.3459915611814
Mumbai,Amazonia,"North Indian, Chinese",4.1,974.3459915611814
Mumbai,Bandra Born,"North Indian, Chinese",4.7,974.3459915611814
Mumbai,Global Fusion,"North Indian, Chinese",4.1,974.3459915611814
Mumbai,Tanatan,"North Indian, Chinese",4.6,974.3459915611814
Mumbai,Millo,"North Indian, Chinese",4.4,974.3459915611814
Mumbai,SAZ American Brasserie,"North Indian, Chinese",4.5,974.3459915611814
Mumbai,Not Just Tamasha,"North Indian, Chinese",4.4,974.3459915611814
