Target_Location,Name,Cuisine,Rating,Cost_for_Two,URL
Mathura,Ballentine's Restro & Lounge,"North Indian, Chinese, Fast Food, Beverages",-,"₹1,000 for two",https://www.zomato.com/mathura/ballentines-restro-lounge-mathura-locality/info
Mathura,Pahalvan Dhaba And Chicklet Chicken Corner,"North Indian, Chinese",-,₹500 for two,https://www.zomato.com/mathura/pahalvan-dhaba-and-chicklet-chicken-corner-mathura-locality/info
Mathura,Shri Radha Madhav Bhojnalaya,"North Indian, Salad, Desserts, Beverages",-,₹350 for two,https://www.zomato.com/mathura/shri-radha-madhav-bhojnalaya-mathura-locality/info
Mathura,Upadhyay Ji Dhaba,N/A,-,₹300 for two,https://www.zomato.com/mathura/upadhyay-ji-dhaba-mathura-locality/info
Mathura,4Pm By Shriji's,"North Indian, South Indian, Chinese, Rolls, Wraps, Fast Food, Momos, Beverages",-,₹450 for two,https://www.zomato.com/mathura/4pm-by-shrijis-3-mathura-locality/info
Mathura,Cafe Love Bite,"Burger, Sandwich, Street Food, Salad, Wraps, Healthy Food, Beverages, Shake",-,₹400 for two,https://www.zomato.com/mathura/cafe-love-bite-mathura-locality/info
Mathura,Love Wings,"Chinese, North Indian, Shake",-,₹400 for two,https://www.zomato.com/mathura/love-wings-1-mathura-locality/info
Mathura,B Tech Pani Puri And Snacks,N/A,-,₹150 for two,https://www.zomato.com/mathura/b-tech-pani-puri-and-snacks-mathura-locality/info
Mathura,Vishnu Kachori Wala,N/A,-,₹100 for two,https://www.zomato.com/mathura/vishnu-kachori-wala-1-mathura-locality/info
Mathura,Shankar Fast Food & Services,"Chinese, Burger, Sandwich, Rolls, Pizza, Street Food",-,₹300 for two,https://www.zomato.com/mathura/shankar-fast-food-services-mathura-locality/info
Mathura,Jain Restaurant,"North Indian, South Indian",-,₹300 for two,https://www.zomato.com/mathura/jain-restaurant-mathura-locality/info
Mathura,Upbake,"Fast Food, Pizza, Burger, Sandwich, Street Food",-,₹300 for two,https://www.zomato.com/mathura/upbake-mathura-locality/info
Mathura,Al Baik.com,"Burger, Fast Food",-,₹350 for two,https://www.zomato.com/mathura/al-baik-com-mathura-locality/info
Mathura,Shri Radha Rani Family Restaurant,"North Indian, Chinese, Biryani, Kebab, Street Food, Beverages",-,₹450 for two,https://www.zomato.com/mathura/shri-radha-rani-family-restaurant-mathura-locality/info
Mathura,Pizza Delight Cafe,"Pizza, Fast Food, Beverages",-,₹300 for two,https://www.zomato.com/mathura/pizza-delight-cafe-2-mathura-locality/info
Mathura,Yaduvanshi Family Restaurant,"North Indian, Chinese, Street Food, Beverages",-,₹300 for two,https://www.zomato.com/mathura/yaduvanshi-family-restaurant-mathura-locality/info
Mathura,Ebay Pizza,"Fast Food, Pizza",-,₹500 for two,https://www.zomato.com/mathura/ebay-pizza-4-mathura-locality/info
Mathura,Dayal Das Foods,"North Indian, Street Food",-,₹150 for two,https://www.zomato.com/mathura/dayal-das-foods-mathura-locality/info
Mathura,The Tandoori Dhaba,N/A,-,₹200 for two,https://www.zomato.com/mathura/the-tandoori-dhaba-3-mathura-locality/info
Mathura,Urban 85 Cafe & Restro,"Pizza, Fast Food, Chinese, Momos, Shake, Beverages",-,₹300 for two,https://www.zomato.com/mathura/urban-85-cafe-restro-mathura-locality/info
Mathura,The Club House,"Pizza, Burger, Sandwich, Fast Food, Street Food, Momos, Desserts, Beverages",-,₹200 for two,https://www.zomato.com/mathura/the-club-house-mathura-locality/info
Agra,The Salt Cafe Kitchen & Bar,N/A,4.9,N/A,https://www.zomato.com/agra/the-salt-cafe-kitchen-bar-tajganj/info
Agra,Unplugged Courtyard,N/A,4.3,N/A,https://www.zomato.com/agra/unplugged-courtyard-tajganj/info
Agra,Spiced Brew,N/A,4.5,N/A,https://www.zomato.com/agra/spiced-brew-khandari/info
Agra,Punjabi By Nature,N/A,4.2,N/A,https://www.zomato.com/agra/punjabi-by-nature-tajganj/info
Agra,Molecule Air Bar,N/A,4.5,N/A,https://www.zomato.com/agra/molecule-air-bar-tajganj/info
Agra,Palm Burj,N/A,4.5,N/A,https://www.zomato.com/agra/palm-burj-rakabganj/info
Agra,Hichkee,N/A,4.2,N/A,https://www.zomato.com/agra/hichkee-civil-lines/info
Agra,Beep,N/A,4.2,N/A,https://www.zomato.com/agra/beep-rakabganj/info
Agra,My Bar Headquarters,N/A,4.4,N/A,https://www.zomato.com/agra/my-bar-headquarters-khandari/info
Bangalore,Atlantis,"North Indian, Asian",4.1,"₹2,500 for two",https://www.zomato.com/bangalore/atlantis-hsr-bangalore/info
Bangalore,Jamavar - The Leela Palace,"North Indian, South Indian",4.3,"₹5,000 for two",https://www.zomato.com/bangalore/jamavar-the-leela-palace-airport-road/info
Bangalore,Sozo Skyline,"Asian, Chinese, Thai, Sushi",4.1,"₹1,800 for two",https://www.zomato.com/bangalore/sozo-skyline-lavelle-road-bangalore/info
Bangalore,Skygarden Bar & Kitchen,"Asian, Bar Food",4.4,"₹1,500 for two",https://www.zomato.com/bangalore/skygarden-bar-kitchen-koramangala-5th-block-bangalore/info
Bangalore,Muro,"Thai, Cantonese, Salad, Desserts",4.2,"₹2,800 for two",https://www.zomato.com/bangalore/muro-church-street-bangalore/info
Bangalore,Feast - Sheraton Grand Bangalore Hotel at Brigade Gateway,"North Indian, Continental, Fast Food, Asian, Beverages",4.3,"₹3,500 for two",https://www.zomato.com/bangalore/feast-sheraton-grand-bangalore-hotel-at-brigade-gateway-malleshwaram-bangalore/info
Bangalore,Smoor,"Desserts, Bakery, Cafe, Beverages, Ice Cream, Asian, Pasta",4.4,"₹1,000 for two",https://www.zomato.com/bangalore/smoor-lavelle-road-bangalore/info
Bangalore,Maddy's Resto Pub,"North Indian, Continental, Mughlai, Bar Food",4.1,"₹1,000 for two",https://www.zomato.com/bangalore/maddys-resto-pub-koramangala-8th-block-bangalore/info
Bangalore,Botany Brew and Kitchen,"North Indian, Chinese, Sushi, Continental, Asian, Thai",4.2,"₹2,700 for two",https://www.zomato.com/bangalore/botany-brew-and-kitchen-lavelle-road-bangalore/info
Bangalore,Pangeo,"Sushi, Continental, Mediterranean, Pizza, Pasta, North Indian, Desserts, Asian",4.3,"₹3,500 for two",https://www.zomato.com/bangalore/pangeo-brigade-road-bangalore/info
Bangalore,Glass – Kitchen & Bar,"Modern Indian, North Indian, Continental, Biryani, Bar Food, Seafood, Desserts, Beverages",4.5,"₹2,800 for two",https://www.zomato.com/bangalore/glass-kitchen-bar-race-course-road-bangalore/info
Bangalore,Kling Brewery,"Continental, European, Asian, Chinese, North Indian, South Indian, Seafood",4.3,"₹1,500 for two",https://www.zomato.com/bangalore/kling-brewery-church-street-bangalore/info
Bangalore,High Ultra Lounge - Sheraton Grand Bangalore Hotel,"North Indian, Continental, Finger Food, Desserts",4.0,"₹3,600 for two",https://www.zomato.com/bangalore/high-ultra-lounge-sheraton-grand-bangalore-hotel-malleshwaram-bangalore/info
Bangalore,The Black Pearl,"Continental, Salad, North Indian, Seafood, Fast Food, Street Food, Desserts",4.2,"₹1,500 for two",https://www.zomato.com/bangalore/the-black-pearl-1-rajajinagar-bangalore/info
Bangalore,Flo,"Asian, North Indian, Continental, Finger Food, Sushi, Desserts, Beverages, Thai",4.2,"₹3,000 for two",https://www.zomato.com/bangalore/flo-church-street-bangalore/info
Bangalore,Ironhill Kanakapura road,"North Indian, Pizza, Fast Food",4.5,"₹1,500 for two",https://www.zomato.com/bangalore/ironhill-kanakapura-road-kumaraswamy-layout-bangalore/info
Bangalore,Nusa,"North Indian, Asian, Continental, European, South Indian, Indonesian, Bar Food, Finger Food",4.3,"₹1,500 for two",https://www.zomato.com/bangalore/nusa-varthur-main-road-whitefield-bangalore/info
Bangalore,Maya,"Asian, North Indian, Continental, Pizza, Pasta, Beverages, Juices",4.4,"₹1,500 for two",https://www.zomato.com/bangalore/maya-1-jayanagar-bangalore/info
Bangalore,Ironhill Bengaluru,"North Indian, Continental, Asian, Pizza, Fast Food, Biryani, Beverages, Desserts",4.5,"₹2,000 for two",https://www.zomato.com/bangalore/ironhill-bengaluru-marathahalli-bangalore/info
Bangalore,Jamming Goat 3.0,"South Indian, Asian, Thai, Continental, North Indian",4.4,"₹1,500 for two",https://www.zomato.com/bangalore/jamming-goat-3-0-indiranagar-bangalore/info
Bangalore,Oia,"Continental, Asian, Seafood, Salad, Pizza, North Indian, Desserts",4.2,"₹2,500 for two",https://www.zomato.com/bangalore/oia-3-hennur-bangalore/info
Bangalore,Cocobolo,"Bar Food, North Indian, Continental, Italian, Chinese, BBQ, Desserts, Beverages",4.3,"₹1,000 for two",https://www.zomato.com/bangalore/cocobolo-new-bel-road-bangalore/info
Bangalore,BLR Brewing Co.,"Continental, North Indian, Asian, Chinese, Pizza",4.4,"₹1,600 for two",https://www.zomato.com/bangalore/blr-brewing-co-1-whitefield-bangalore/info
Bangalore,Babylonia - Global Food & Cocktails,"Continental, North Indian, Asian, Italian, Mughlai, Mediterranean, Bar Food, Desserts",4.3,"₹1,500 for two",https://www.zomato.com/bangalore/babylonia-global-food-cocktails-koramangala-7th-block-bangalore/info
Bangalore,Magic Mocktails Cafe,"Beverages, Pizza, Burger, Sandwich, Fast Food, Chinese, Street Food, Shake",3.9,₹200 for two,https://www.zomato.com/bangalore/magic-mocktails-cafe-2-chanapatna-bangalore/info
Bangalore,Vanamo,"Cafe, Continental, Coffee, International",N/A,"₹2,000 for two",https://www.zomato.com/bangalore/vanamo-indiranagar-bangalore/info
Bangalore,Stories Bar & Kitchen,"Bar Food, Chinese, North Indian, Italian, Pizza, Seafood, Desserts",4.3,"₹1,400 for two",https://www.zomato.com/bangalore/stories-bar-kitchen-rajajinagar-bangalore/info
Bangalore,SkyDeck By Sherlock's,"Continental, Chinese, Finger Food, North Indian, Fast Food, Beverages, Desserts",4.1,"₹1,800 for two",https://www.zomato.com/bangalore/skydeck-by-sherlocks-mg-road-bangalore/info
Bangalore,Roxie,"Continental, Asian, North Indian, European, American, Italian, Pizza, Beverages",4.6,"₹2,600 for two",https://www.zomato.com/bangalore/roxie-sarjapur-road-bangalore/info
Bangalore,Mykos Craft Kitchen & Bar,"Continental, Italian, Chinese, Mediterranean, North Indian, South American, Sushi",4.3,"₹1,500 for two",https://www.zomato.com/bangalore/mykos-craft-kitchen-bar-bannerghatta-road-bangalore/info
Bangalore,Shift Lounge & Bar,"Continental, Bar Food, North Indian, Alcoholic Beverages, Chinese, Mughlai, Desserts, Beverages",4.3,"₹1,200 for two",https://www.zomato.com/bangalore/shift-lounge-bar-bommanahalli-bangalore/info
Bangalore,Secret Story,"Continental, Asian, North Indian, Fast Food, Desserts, Beverages, Vietnamese, Italian",3.9,"₹1,500 for two",https://www.zomato.com/bangalore/secret-story-indiranagar-bangalore/info
Bangalore,Byg Brewski Brewing Company,"Continental, Asian, Pasta, Pizza, Burger, Fast Food, Desserts",4.4,"₹1,500 for two",https://www.zomato.com/bangalore/byg-brewski-brewing-company-hennur-bangalore/info
Bangalore,Rox,"Continental, North Indian, Italian",4.2,"₹1,000 for two",https://www.zomato.com/bangalore/rox-new-bel-road-bangalore/info
Bangalore,Macaw By Stories,"South Indian, North Indian, Chinese, Pasta, Pizza, Fast Food, Salad, Desserts",4.4,"₹1,800 for two",https://www.zomato.com/bangalore/macaw-by-stories-bommanahalli-bangalore/info
Bangalore,Citrus - The Leela Palace,"North Indian, Continental, Asian, Desserts",4.0,"₹4,700 for two",https://www.zomato.com/bangalore/citrus-the-leela-palace-airport-road/info
Bangalore,The Reservoire,"North Indian, Biryani, Asian, Italian, Continental, Bar Food, Desserts, Beverages",4.4,"₹1,600 for two",https://www.zomato.com/bangalore/the-reservoire-koramangala-5th-block/info
Bangalore,Kopitiam Lah,"Malaysian, Asian, Beverages, Desserts, Continental",3.6,"₹2,000 for two",https://www.zomato.com/bangalore/kopitiam-lah-indiranagar-bangalore/info
Bangalore,Brooks And Bonds Brewery,"Continental, American, North Indian, Italian, Pasta, Beverages, Desserts, Pizza",4.1,"₹1,600 for two",https://www.zomato.com/bangalore/brooks-and-bonds-brewery-koramangala-5th-block-bangalore/info
Bangalore,Minsk,"Continental, Asian, North Indian, South Indian, Bar Food, European",4.2,"₹1,400 for two",https://www.zomato.com/bangalore/minsk-btm-bangalore/info
Bangalore,Biergarten,"Continental, European, BBQ, Chinese, Asian, Beverages",4.6,"₹2,500 for two",https://www.zomato.com/bangalore/biergarten-whitefield/info
Bangalore,Nazaara - Courtyard By Marriott,"North Indian, Mughlai, Biryani",4.2,"₹3,000 for two",https://www.zomato.com/bangalore/nazaara-courtyard-by-marriott-hebbal-bangalore/info
Bangalore,Helen's Place,"European, Asian, Modern Indian, Italian, Portuguese, Pizza, Chinese, North Indian",4.0,"₹1,500 for two",https://www.zomato.com/bangalore/helens-place-1-marathahalli-bangalore/info
Bangalore,Jollygunj,"North Indian, Bar Food, Alcoholic Beverages, Biryani, Kebab, Finger Food, Desserts, Street Food",N/A,"₹1,000 for two",https://www.zomato.com/bangalore/jollygunj-jp-nagar-bangalore/info
Bangalore,The Scene - Craft Kitchen & Bar,"North Indian, Continental, Asian, Desserts, Beverages",4.3,"₹1,500 for two",https://www.zomato.com/bangalore/the-scene-craft-kitchen-bar-jp-nagar-bangalore/info
Bangalore,Gilly's Super Bar,"Continental, North Indian, Asian, Pizza, Oriental, Italian, Bar Food",4.2,"₹1,500 for two",https://www.zomato.com/bangalore/gillys-super-bar-st-marks-road-bangalore/info
Bangalore,Mannheim Craft Brewery,"North Indian, Asian, American, Desserts, BBQ",4.5,"₹1,800 for two",https://www.zomato.com/bangalore/mannheim-craft-brewery-whitefield-bangalore/info
Bangalore,Magique,"Asian, Modern Indian, Continental, Italian, North Indian, Sushi, Desserts, Beverages",4.0,"₹1,700 for two",https://www.zomato.com/bangalore/magique-koramangala-6th-block-bangalore/info
Bangalore,Daddy,"Continental, North Indian, Asian, Italian, Chinese, European, Bar Food, Beverages",4.4,"₹1,700 for two",https://www.zomato.com/bangalore/daddy-indiranagar-bangalore/info
Bangalore,ICB Indian Craft Brewery,"North Indian, Asian, Continental, American, Chinese",4.5,"₹2,000 for two",https://www.zomato.com/bangalore/icb-indian-craft-brewery-nagawara-bangalore/info
Bangalore,The Bier Library,"North Indian, Pizza, European, American, Bar Food, Oriental, Desserts, BBQ",4.5,"₹1,800 for two",https://www.zomato.com/bangalore/the-bier-library-koramangala-6th-block-bangalore/info
Bangalore,Hard Rock Cafe,"American, Continental, Italian, Wraps, Burger, Desserts, Fast Food, Beverages",4.6,"₹2,500 for two",https://www.zomato.com/bangalore/hard-rock-cafe-st-marks-road/info
Bangalore,Red Rhino,"Continental, North Indian, Asian, Oriental, Mediterranean, Mangalorean, Beverages, Desserts",4.5,"₹1,700 for two",https://www.zomato.com/bangalore/red-rhino-whitefield-bangalore/info
Bangalore,Idylll - Indian Plates & Cocktails,"North Indian, Modern Indian, South Indian, Seafood, Kebab, Alcoholic Beverages, Healthy Food, Desserts",4.5,"₹1,800 for two",https://www.zomato.com/bangalore/idylll-indian-plates-cocktails-indiranagar-bangalore/info
Bangalore,Orah Brew Garden,"Asian, Continental, Desserts, European, Modern Indian",4.4,"₹1,500 for two",https://www.zomato.com/bangalore/orah-brew-garden-yelahanka-bangalore/info
Bangalore,Horizon,"Chinese, Japanese, Asian, Salad, Thai, Desserts, Beverages",4.4,"₹3,000 for two",https://www.zomato.com/bangalore/horizon-1-malleshwaram-bangalore/info
Bangalore,Oyster Bar & Kitchen,"North Indian, Chinese, Continental, Beverages, Bar Food, Desserts, Asian, Pizza",4.5,"₹1,600 for two",https://www.zomato.com/bangalore/oyster-bar-kitchen-hsr-bangalore/info
Bangalore,"Stories 2.0, HSR","North Indian, Continental, Asian, American, Bar Food",4.4,"₹1,000 for two",https://www.zomato.com/bangalore/stories-2-0-hsr-2-hsr-bangalore/info
Bangalore,Los Cavos,"Peruvian, Desserts, Alcoholic Beverages, Beverages",4.3,"₹2,000 for two",https://www.zomato.com/bangalore/los-cavos-indiranagar-bangalore/info
Bangalore,Escape by Brewklyn - Brewery & Kitchen,"Continental, Asian, North Indian, Pizza, Burger",4.3,"₹1,800 for two",https://www.zomato.com/bangalore/escape-by-brewklyn-brewery-kitchen-nagawara-bangalore/info
Bangalore,Big Pitcher,"North Indian, Continental, Mughlai, Chinese, Italian, Biryani, Desserts, Beverages",4.4,"₹1,800 for two",https://www.zomato.com/bangalore/big-pitcher-sarjapur-road-bangalore/info
Bangalore,Boho,"Continental, Asian, American, Mexican, Beverages, Desserts, Korean, Italian",4.1,₹550 for two,https://www.zomato.com/bangalore/boho-koramangala-5th-block/info
Bangalore,Fenny's Lounge And Kitchen,"Mediterranean, Continental, Italian, Desserts, Beverages",4.5,"₹1,900 for two",https://www.zomato.com/bangalore/fennys-lounge-and-kitchen-koramangala-7th-block/info
Bangalore,Barbecue By Punjab Grill,"BBQ, Mughlai, North Indian, Salad, Desserts",4.2,"₹1,600 for two",https://www.zomato.com/bangalore/barbecue-by-punjab-grill-malleshwaram-bangalore/info
Bangalore,Be Luru - Craft Kitchen & Bar,"South Indian, Seafood, Kebab",4.4,"₹1,000 for two",https://www.zomato.com/bangalore/be-luru-craft-kitchen-bar-sankey-road-bangalore/info
Bangalore,Indigo XP,"North Indian, Continental, Chinese, Italian, Oriental, Thai, Biryani",4.1,"₹2,000 for two",https://www.zomato.com/bangalore/indigo-xp-koramangala-5th-block/info
Bangalore,Fox In The Field,"Modern Indian, Continental, North Indian, Pizza, American, Italian, Desserts, Beverages",4.3,"₹1,500 for two",https://www.zomato.com/bangalore/fox-in-the-field-whitefield-bangalore/info
Bangalore,Punjab Grill,"North Indian, Kebab, Biryani, Mughlai",4.4,"₹2,000 for two",https://www.zomato.com/bangalore/punjab-grill-brigade-road-bangalore/info
Bangalore,Bier Loft Brewing Co,"Continental, Asian, North Indian, South Indian, Pizza, Desserts",4.3,"₹1,000 for two",https://www.zomato.com/bangalore/bier-loft-brewing-co-electronic-city-bangalore/info
Bangalore,Smoke House Deli,"Continental, Italian, BBQ, Fast Food, Ice Cream, Salad, Desserts, Beverages",4.5,"₹1,800 for two",https://www.zomato.com/SmokeHouseDeli-Indiranagar/info
Bangalore,Sarjapur SOCIAL,"North Indian, Chinese, Biryani, Pasta, Burger, Pizza, Korean, Beverages",4.3,"₹1,500 for two",https://www.zomato.com/SarjapurSocial/info
Bangalore,Copitas - Four Seasons Hotel,"Bar Food, Continental, Beverages",4.5,"₹3,000 for two",https://www.zomato.com/bangalore/copitas-four-seasons-hotel-rt-nagar-bangalore/info
Bangalore,153 Biere Street,"Asian, Continental, North Indian, Malaysian, Italian, Desserts",4.2,"₹1,600 for two",https://www.zomato.com/bangalore/153-biere-street-whitefield-bangalore/info
Bangalore,Oney Brewhouse,"American, Continental, Italian, South Indian, North Indian, Asian, Chinese",4.0,"₹1,500 for two",https://www.zomato.com/bangalore/oney-brewhouse-cunningham-road-bangalore/info
Bangalore,Mirage,"Asian, Chinese, Thai, Beverages, Desserts",4.1,"₹3,000 for two",https://www.zomato.com/bangalore/mirage-st-marks-road-bangalore/info
Bangalore,The Lazy Turtle,"North Indian, Chinese, Seafood, Fast Food, Pizza, Bar Food, Desserts",4.1,"₹1,000 for two",https://www.zomato.com/bangalore/the-lazy-turtle-koramangala-4th-block-bangalore/info
Bangalore,Hoot Cafe & Brewery Sarjapura,"Continental, Italian, North Indian, Beverages",4.2,"₹2,000 for two",https://www.zomato.com/bangalore/hoot-cafe-brewery-sarjapura-sarjapur-road-bangalore/info
Bangalore,Don't Tell Mama,"North Indian, Continental, Chinese, Italian, Oriental, Thai, Biryani",4.1,"₹2,000 for two",https://www.zomato.com/bangalore/dont-tell-mama-1-hsr-bangalore/info
Bangalore,One8 Commune,"North Indian, Chinese, Pasta, Sushi, Continental, Desserts, Beverages",4.0,"₹3,000 for two",https://www.zomato.com/bangalore/one8-commune-lavelle-road-bangalore/info
Bangalore,Gilly's Restobar,"North Indian, European, Bar Food, Italian, Fast Food, Desserts, Beverages",4.2,"₹1,500 for two",https://www.zomato.com/bangalore/gillys-restobar-bannerghatta-road-bangalore/info
Bangalore,"Torye Drink, Dine & Dance",N/A,3.9,"₹2,000 for two",https://www.zomato.com/bangalore/torye-drink-dine-dance-rajarajeshwari-nagar-bangalore/info
Bangalore,By Chance,"Italian, Continental",4.2,"₹2,000 for two",https://www.zomato.com/bangalore/by-chance-1-brigade-road-bangalore/info
Bangalore,Tipsy Bull Brewhouse & Kitchen,"North Indian, Continental, Chinese, Asian, European, Desserts, Beverages",4.1,"₹1,500 for two",https://www.zomato.com/bangalore/tipsy-bull-brewhouse-kitchen-mahadevapura-bangalore/info
Bangalore,Ganbeii,"Kerala, North Indian, Pasta, Continental, Pizza, Burger, Desserts, Alcoholic Beverages",4.5,"₹1,000 for two",https://www.zomato.com/bangalore/ganbeii-koramangala-5th-block-bangalore/info
Bangalore,Vapour Brewpub And Diner,"North Indian, Continental, Italian, European, Biryani, Salad, Desserts, Beverages",4.3,"₹2,200 for two",https://www.zomato.com/bangalore/vapour-brewpub-and-diner-sarjapur-road-bangalore/info
Bangalore,HOD - House Of Dopamine,"Continental, Chinese, Asian, Alcoholic Beverages, North Indian, South Indian, Pizza, Bar Food",4.0,"₹1,200 for two",https://www.zomato.com/bangalore/hod-house-of-dopamine-koramangala-7th-block-bangalore/info
Bangalore,Toit,"Italian, American, European, Continental, Desserts",4.9,"₹2,500 for two",https://www.zomato.com/bangalore/toit-indiranagar/info
Bangalore,Skyroot by TOF,"Continental, Asian, North Indian, Desserts, Bar Food, International",4.1,"₹1,500 for two",https://www.zomato.com/bangalore/skyroot-by-tof-bannerghatta-road-bangalore/info
Bangalore,ShakesBierre,"Finger Food, North Indian, Continental, Italian, Desserts, Beverages",4.4,"₹1,800 for two",https://www.zomato.com/bangalore/shakesbierre-1-brigade-road-bangalore/info
Bangalore,Sly Granny,"Italian, European, Bar Food, Salad, Burger, Sandwich, Desserts, Beverages",4.3,"₹2,500 for two",https://www.zomato.com/bangalore/sly-granny-indiranagar-bangalore/info
Bangalore,Bastian Garden City,"Asian, Chinese, Seafood",3.4,"₹4,000 for two",https://www.zomato.com/bangalore/bastian-garden-city-st-marks-road-bangalore/info
Bangalore,Stories Brewery & Kitchen,"North Indian, Continental, Chinese, Finger Food, Beverages, Desserts",4.4,"₹1,600 for two",https://www.zomato.com/bangalore/stories-brewery-kitchen-btm-bangalore/info
Bangalore,The Soda Factory,"North Indian, Chinese, Pasta, Pizza, Fast Food, Biryani, Desserts, Beverages",4.3,"₹1,100 for two",https://www.zomato.com/bangalore/the-soda-factory-nagarbhavi-bangalore/info
Bangalore,Pinxx - Royal Orchid Central,"Continental, North Indian, Chinese, Sandwich, Asian, Desserts, Beverages",4.1,"₹1,900 for two",https://www.zomato.com/bangalore/pinxx-royal-orchid-central-mg-road-bangalore/info
Bangalore,Just BLR,"North Indian, Chinese, Biryani, Beverages",4.4,"₹2,500 for two",https://www.zomato.com/bangalore/just-blr-1-brigade-road-bangalore/info
Bangalore,Jook Taproom,"North Indian, South Indian, Chinese, Pizza, Fast Food, Biryani, Asian, Bar Food",4.4,"₹1,600 for two",https://www.zomato.com/bangalore/jook-taproom-indiranagar-bangalore/info
Bangalore,Nook - Aloft Bengaluru Cessna Business Park,"North Indian, Continental, Asian, Fast Food, South Indian, Desserts, Waffle",4.0,"₹1,200 for two",https://www.zomato.com/bangalore/nook-aloft-bengaluru-cessna-business-park-kadubeesanahalli-bangalore/info
Bangalore,Gulp Cocktails And Kitchen,"Continental, South Indian, Kebab, Mangalorean, Biryani, North Indian, Chinese, Desserts",4.2,"₹1,500 for two",https://www.zomato.com/bangalore/gulp-cocktails-and-kitchen-banashankari-bangalore/info
Bangalore,Mangroove Taproom and Kitchen,"Chinese, Asian, Italian, Pizza, North Indian, Bar Food, Continental, Beverages",4.4,"₹2,500 for two",https://www.zomato.com/bangalore/mangroove-taproom-and-kitchen-electronic-city-bangalore/info
Bangalore,Bramble,"Continental, Asian, North Indian, Italian, Bar Food, Beverages",4.4,"₹1,800 for two",https://www.zomato.com/bangalore/bramble-jayanagar-bangalore/info
Bangalore,Hashtag 88,"Asian, Chinese, Salad, North Indian, Fast Food, Biryani, Desserts",4.3,"₹2,000 for two",https://www.zomato.com/bangalore/hashtag-88-marathahalli-bangalore/info
Bangalore,The Pizza Bakery,"Pizza, Italian, Pasta, Salad, Desserts, Continental",4.3,"₹1,500 for two",https://www.zomato.com/bangalore/the-pizza-bakery-indiranagar-bangalore/info
Bangalore,Bob's Bar,"Bar Food, Finger Food, Beverages, Sandwich, Desserts",4.2,"₹1,000 for two",https://www.zomato.com/bangalore/bobs-bar-1-indiranagar-bangalore/info
Bangalore,The Fixx,"North Indian, Continental, Chinese, Seafood, Pasta, Pizza, Biryani, Beverages",4.0,"₹1,800 for two",https://www.zomato.com/bangalore/the-fixx-1-koramangala-4th-block-bangalore/info
Bangalore,The Yard,"Asian, North Indian, Continental, Pizza, Italian, Desserts, Beverages",4.2,"₹1,000 for two",https://www.zomato.com/bangalore/the-yard-mahadevapura-bangalore/info
Bangalore,Little Italy,"Italian, Pizza, Pasta, Continental, Desserts, Healthy Food, Beverages",4.0,"₹1,700 for two",https://www.zomato.com/bangalore/little-italy-indiranagar/info
Bangalore,The Soda Factory,"Continental, Chinese, Thai",N/A,"₹1,000 for two",https://www.zomato.com/bangalore/the-soda-factory-bannerghatta-road-bangalore/info
Bangalore,Omega IX Cocktail Bar And Global Kitchen,"North Indian, Continental, Asian, Sushi, Italian, Desserts, Beverages",4.2,"₹1,800 for two",https://www.zomato.com/bangalore/omega-ix-cocktail-bar-and-global-kitchen-sahakara-nagar-bangalore/info
Bangalore,No Limmits Lounge And Club,"Chinese, Continental, North Indian, Fast Food, Pizza, Beverages, Kebab, Desserts",4.0,"₹2,500 for two",https://www.zomato.com/bangalore/no-limmits-lounge-and-club-brigade-road-bangalore/info
Bangalore,Terrace By House Of Commons,"Modern Indian, Continental, Asian, Chinese, North Indian, Seafood, Bar Food, Beverages",4.5,"₹2,000 for two",https://www.zomato.com/bangalore/terrace-by-house-of-commons-jp-nagar-bangalore/info
Bangalore,LUPA,"Mediterranean, European, Italian, Salad, Desserts, Beverages",3.6,"₹5,000 for two",https://www.zomato.com/bangalore/lupa-mg-road-bangalore/info
Bangalore,XOOX Brewmill,"North Indian, Continental, American, Italian, Asian, Modern Indian, Pizza, Desserts",4.3,"₹2,000 for two",https://www.zomato.com/bangalore/xoox-brewmill-koramangala-5th-block-bangalore/info
Bangalore,KOKO,"Asian, Sushi, Desserts, Chinese, Beverages",4.6,"₹3,500 for two",https://www.zomato.com/bangalore/koko-airport-road-bangalore/info
Bangalore,Taiki,"Sushi, Korean, Japanese, Salad, Asian, Desserts, Beverages",4.0,"₹1,700 for two",https://www.zomato.com/bangalore/taiki-1-indiranagar-bangalore/info
Bangalore,Hydra Club & Kitchen,"Continental, Biryani, North Indian, South Indian, Japanese, Chinese",4.2,"₹1,200 for two",https://www.zomato.com/bangalore/hydra-club-kitchen-koramangala-5th-block-bangalore/info
Bangalore,Kappa Chakka Kandhari,"Kerala, South Indian, Desserts, Beverages",4.4,"₹1,800 for two",https://www.zomato.com/bangalore/kappa-chakka-kandhari-koramangala-6th-block-bangalore/info
Bangalore,Fire Station,"Finger Food, North Indian, Continental, Italian, Chinese, Beverages, Desserts",4.2,"₹1,700 for two",https://www.zomato.com/bangalore/fire-station-electronic-city-bangalore/info
Bangalore,Peepai,"North Indian, Pizza, Chinese, European, Bar Food, Biryani, Desserts, Beverages",4.5,"₹2,500 for two",https://www.zomato.com/bangalore/peepai-3-hebbal-bangalore/info
